-3.858279, 5.414934, -6.572036, 5.427919
-6.572036, 5.427919, -10.051874, 8.946870
-10.051874, 8.946870, -13.635592, 5.401950
-13.635592, 5.401950, -11.298386, 2.921804
-11.298386, 2.921804, -12.999352, 1.194792
-12.999352, 1.194792, -13.038307, -1.181473
-13.038307, -1.181473, -11.583529, -2.641603
-11.583529, -2.641603, -9.272292, -2.693543
-9.272292, -2.693543, -9.235195, -9.208212
-5.080163, -10.454778, -5.067178, -9.247166
-5.067178, -9.247166, -4.093343, -9.260152
-4.119312, -6.767023, -2.462625, -6.771105
-2.462625, -6.771105, 0.484852, -3.849468
0.484852, -3.849468, 0.497836, -2.122455
0.497836, -2.122455, 3.640080, -2.135440
3.685127, -3.201229, 9.992572, -3.308971
9.992572, -3.308971, 10.051336, 0.128935
10.149277, -2.329510, 15.842493, -2.418087
15.842493, -2.418087, 21.527792, -6.405281
21.527792, -6.405281, 23.654861, -3.387010
23.654861, -3.387010, 22.332628, -5.298582
22.332628, -5.298582, 25.288074, -7.338394
25.288074, -7.338394, 27.760071, -3.702097
27.760071, -3.702097, 24.928772, -1.747407
24.928772, -1.747407, 25.144352, -1.416834
25.144352, -1.416834, 17.603756, 4.024274
17.603756, 4.024274, 15.749758, 4.038647
15.749758, 4.038647, 15.850460, 10.448217
15.850460, 10.448217, 14.337296, 11.961446
14.337296, 11.961446, 11.584786, 12.004682
11.584786, 12.004682, 10.129270, 10.534688
8.366645, 5.248812, 7.674913, 5.911751
7.674913, 5.911751, 6.767017, 6.127926
6.767017, 6.127926, 5.801475, 5.868515
5.801475, 5.868515, 5.167388, 5.277636
5.167388, 5.277636, 3.250717, 5.292047
3.193073, 6.819688, -3.704118, 6.863064
22.739758, -0.105759, 22.166700, -0.576687
22.756779, -0.105759, 22.280176, 0.478646
22.165815, -0.580427, 21.728001, -0.006152
21.728001, -0.006152, 22.290905, 0.465777
21.858776, 0.335002, 21.210585, -0.051639
21.204899, -0.051639, 20.829630, 0.596553
20.755728, 0.801245, 20.033619, 0.971822
20.823957, 0.607925, 21.449406, 1.000251
21.449406, 1.000251, 21.841732, 0.352060
20.088181, 0.963929, 20.260410, 1.687296
20.260410, 1.687296, 20.953638, 1.519372
